"","square_meters","bathrooms_number","lift","rooms_number","other_features","availability","condominium_fees","year_of_construction","conditions","floor","heating_centralized","selling_price","binary_car_parking","Macro_zone","score_feature"
"5871",151,"2","yes","4","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | terrace | centralized tv system | cellar | shared garden | window frames in double glass / metal","available",156,2023,"new / under construction",1,"central",691750,"no","Esterno",10.488
"58810",68,"1","yes","2","optic fiber | security door | centralized tv system | partially furnished | cellar | window frames in double glass / wood | double exposure","available",158,1960,"excellent / refurbished",0.5,"central",492000,"no","Circonvalla",6.396
"5892",110,"1","yes","4","full day concierge | centralized tv system | shared garden | window frames in glass / wood | double exposure","available",99,1962,"good condition / liveable",0,"central",268900,"no","Esterno",5.72
"5903",126,"2","yes","4","electric gate | optic fiber | video entryphone | alarm system | security door | terrace | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure","unknown",144,2024,"new / under construction",1,"central",874000,"yes","Esterno",11.015
"5917",115,"1","yes","3","electric gate | optic fiber | video entryphone | security door | balcony | terrace | full day concierge | centralized tv system | shared garden | window frames in double glass / wood | double exposure","available",130,1940,"good condition / liveable",4,"central",795000,"no","Circonvalla",9.441
"5925",65,"1","yes","2","electric gate | optic fiber | video entryphone | security door | internal exposure | balcony | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / wood","available",137,2000,"good condition / liveable",1,"independent",227000,"yes","Esterno",9.503
"5937",49,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | centralized tv system | window frames in double glass / pvcdouble exposure","available",109,2024,"new / under construction",1,"central",190000,"no","Esterno",5.826
"594",23,"1","yes","1","optic fiber | security door | external exposure | centralized tv system | furnished | cellar | window frames in double glass / pvc","available",148,1950,"good condition / liveable",6,"central",1e+05,"no","Esterno",6.55
"59510",169,"2","yes","4","electric gate | optic fiber | video entryphone | security door | terrace | full day concierge | pool | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","available",188,2027,"new / under construction",2,"central",1107000,"no","Esterno",14.108
"5962",50,"1","yes","2","electric gate | optic fiber | video entryphone | security door | terrace | full day concierge | centralized tv system | shared garden | window frames in double glass / wood | double exposure","available",171,1960,"excellent / refurbished",1,"central",410000,"no","Circonvalla",8.929
"59710",215,"2","no","5+","electric gate | fireplace | attic | optic fiber | security door | external exposure | balcony | centralized tv system | private garden | window frames in double glass / metal","available",156,1970,"good condition / liveable",0,"independent",780000,"yes","Esterno",15.737
"598",45,"1","yes","1","security door | closet | full day concierge | furnished | shared garden","unknown",203,1969,"excellent / refurbished",4,"central",670000,"no","Centro_Storico",4.933
"5995",46,"1","yes","2","optic fiber | security door | external exposure | single tv system | furnished | window frames in double glass / pvc","available",128,1900,"excellent / refurbished",1,"central",265000,"no","Esterno",8.334
"60010",50,"1","no","2","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | full day concierge | centralized tv system | window frames in double glass / pvc","unknown",182,2023,"excellent / refurbished",0,"independent",440000,"no","Centro_Storico",8.262
"6018",60,"1","yes","2","security door | full day concierge | centralized tv system | cellar | shared garden | double exposure","available",168,1961,"good condition / liveable",0,"central",270000,"no","Esterno",4.22
"6023",110,"3","yes","4","hydromassage | electric gate | tavern | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in triple glass / wood","available",146,1965,"excellent / refurbished",0,"independent",750000,"no","Centro_Storico",24.043
"603",108,"2","no","3","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | balcony | terrace | centralized tv system | cellar | window frames in double glass / pvc","available",137,2024,"new / under construction",1,"independent",609000,"yes","Esterno",9.861
"604",86,"1","yes","3","electric gate | security door | external exposure | full day concierge | centralized tv system | cellar | shared garden | window frames in glass / wood","available",125,1968,"to be refurbished",0.5,"central",253500,"no","Esterno",7.76
"60510",84,"1","yes","2","electric gate | optic fiber | security door | balcony | terrace | full day concierge | centralized tv system | cellar | window frames in double glass / pvcdouble exposure","available",137,1960,"excellent / refurbished",7,"central",490000,"no","Esterno",7.158
"6063",110,"2","yes","3","electric gate | optic fiber | video entryphone | security door | closet | balcony | half-day concierge | centralized tv system | partially furnished | shared garden | window frames in glass / wood | double exposure","available",151,1930,"excellent / refurbished",2,"central",890000,"no","Circonvalla",12.488
"6076",138,"3","yes","3","electric gate | tavern | optic fiber | video entryphone | alarm system | security door | terrace | centralized tv system | cellar | private garden | window frames in double glass / metal | double exposure","available",124,2024,"new / under construction",0,"central",739000,"no","Esterno",15.938
"60810",71,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | full day concierge | centralized tv system | furnished | shared garden | window frames in triple glass / metal","available",165,2019,"new / under construction",5,"central",410000,"yes","Esterno",13.692
"609",61,"1","no","1","security door | window frames in double glass / pvc","available",113,1951,"new / under construction",0.5,"independent",211000,"no","Esterno",1.907
"61110",63,"1","yes","2","electric gate | video entryphone | alarm system | security door | half-day concierge | centralized tv system | only kitchen furnished | cellar | window frames in double glass / wood","available",148,1900,"excellent / refurbished",3,"independent",795000,"no","Centro_Storico",11.982
